age,annual_income,existing_debt,credit_history_years,num_late_payments,loan_amount,employment_years,num_credit_lines,debt_to_income_ratio,creditworthy
57,15000.0,23685.1,6,1,31663.16,1,6,1.579,0
36,65656.67,0.0,26,3,21721.15,16,2,0.0,1
26,75979.4,18142.83,14,1,10083.62,9,11,0.239,1
28,45663.94,13125.63,24,3,15293.24,6,8,0.287,0
45,41638.59,19971.55,14,4,40138.16,8,6,0.48,0
38,75110.7,12056.95,13,0,19124.37,16,11,0.161,1
45,32089.24,17932.75,12,1,17819.2,8,13,0.559,0
32,27732.55,7572.25,10,1,8703.42,8,10,0.273,0
35,69152.73,14507.95,27,3,1000.0,23,9,0.21,1
46,55180.76,19890.84,12,1,18079.54,10,10,0.36,0
61,76297.53,16508.72,25,1,23905.82,7,5,0.216,1
46,15000.0,18803.07,21,1,33195.01,24,7,1.254,0
52,26986.52,5720.79,27,2,1000.0,1,6,0.212,1
30,55286.64,9093.25,23,2,6498.84,9,11,0.164,1
36,63353.47,9266.6,28,0,13031.11,23,5,0.146,1
27,71939.94,12235.1,8,1,19958.23,15,6,0.17,1
37,58496.36,28585.83,9,0,18259.6,18,4,0.489,1
43,58293.1,11458.21,3,2,18539.74,30,3,0.197,1
46,47211.97,3564.41,16,0,24897.15,10,13,0.075,1
41,86818.1,20416.46,13,1,9160.48,5,1,0.235,1
42,32939.53,28466.43,23,2,31209.7,5,1,0.864,0
27,62180.4,2387.88,17,0,25201.43,31,6,0.038,1
34,35243.82,34728.11,10,0,16162.01,12,14,0.985,0
35,65695.57,19151.77,15,0,39210.9,2,9,0.292,0
27,34259.65,25338.91,0,0,38676.99,34,8,0.74,0
29,69876.31,29670.72,28,1,31194.74,16,12,0.425,1
28,57242.1,24726.18,6,2,1000.0,2,2,0.432,0
43,89892.78,13894.64,27,0,38947.34,33,9,0.155,1
49,49379.61,27176.98,9,0,29537.1,11,8,0.55,0
38,63499.32,17546.0,8,0,44076.9,23,14,0.276,0
51,39406.87,25904.85,26,1,34849.58,5,14,0.657,0
50,49242.14,26998.75,27,2,38940.11,10,12,0.548,0
59,57114.99,4091.03,27,2,30543.86,26,9,0.072,1
55,24455.6,22943.01,24,0,36184.32,23,4,0.938,0
38,26647.52,13181.08,2,1,43929.48,17,9,0.495,0
62,66997.19,16381.91,21,1,22598.66,26,2,0.245,1
59,52078.26,16270.93,22,2,1133.23,20,13,0.312,1
37,43141.47,15869.7,13,2,16310.47,33,1,0.368,0
34,40260.28,30235.25,25,2,24679.35,32,13,0.751,0
51,41030.22,1335.52,24,2,20898.65,17,9,0.033,1
44,57251.01,0.0,14,0,5041.26,2,10,0.0,1
55,63900.72,0.0,1,1,1000.0,23,8,0.0,1
64,15000.0,25691.44,23,3,11106.05,0,7,1.713,0
54,83256.68,7265.63,13,1,29692.87,5,14,0.087,1
23,81834.02,16321.86,15,1,38964.08,18,13,0.199,1
57,15000.0,13852.83,6,1,30998.81,21,8,0.924,0
63,76718.53,6136.25,3,0,32689.13,7,12,0.08,1
60,76104.38,23514.77,17,4,19030.21,4,1,0.309,1
46,55008.91,13725.37,23,2,1000.0,8,14,0.25,1
43,29056.63,12622.65,26,0,14537.35,20,9,0.434,1
64,75304.56,17328.71,4,1,16894.83,27,12,0.23,1
59,50175.38,22207.72,5,2,14035.37,3,10,0.443,0
35,65977.58,5410.24,29,1,20656.34,23,11,0.082,1
24,99384.03,23729.18,26,1,25297.04,7,9,0.239,1
49,60036.74,29498.54,6,1,30236.18,16,12,0.491,0
42,36662.31,738.78,14,1,16662.56,33,11,0.02,1
45,48285.38,17782.99,25,0,1000.0,19,9,0.368,1
33,39211.09,11950.78,0,0,14205.47,15,13,0.305,1
38,63669.79,21992.31,23,2,20524.52,9,14,0.345,0
53,38878.65,2833.41,3,3,34673.7,33,6,0.073,1
36,45542.97,31289.38,28,0,13186.31,9,4,0.687,1
62,29311.39,0.0,24,2,26150.52,29,13,0.0,1
64,52358.26,12557.19,0,2,23481.05,29,2,0.24,0
22,58535.1,19342.96,10,3,20526.81,24,11,0.33,0
55,15000.0,8136.63,17,1,31166.4,6,4,0.542,0
62,60191.47,6565.98,13,1,12069.91,19,7,0.109,1
54,54086.0,17222.36,21,2,13097.76,16,1,0.318,1
50,39700.16,15777.6,10,2,19857.19,2,14,0.397,0
33,95572.58,15059.38,9,0,12318.24,25,9,0.158,1
33,74169.53,23586.89,26,3,26096.15,9,3,0.318,0
38,33071.95,11055.27,29,0,11441.69,33,13,0.334,1
52,71764.74,18195.93,16,1,22715.65,13,13,0.254,1
52,79889.96,9933.97,3,0,18797.93,7,4,0.124,1
55,57640.42,6506.71,23,2,22579.11,26,12,0.113,1
59,62228.84,12152.41,14,0,14483.1,9,5,0.195,1
49,61766.93,10012.35,25,4,15930.94,14,12,0.162,1
49,15000.0,10511.96,15,1,21152.11,21,13,0.701,0
64,51262.61,26653.27,20,1,22424.89,30,3,0.52,1
36,50221.74,12458.97,12,3,19949.58,1,4,0.248,0
64,83603.11,8370.93,8,0,40464.35,30,5,0.1,1
30,61674.56,15280.79,10,1,8111.16,13,12,0.248,1
50,49047.78,16042.28,10,4,19229.55,9,1,0.327,0
45,53197.51,3131.19,5,1,1116.45,29,14,0.059,1
59,75467.71,12015.94,0,1,24464.98,14,9,0.159,1
40,51308.31,11613.16,21,1,6617.04,13,10,0.226,1
25,41036.09,13278.56,5,1,16660.28,30,13,0.324,1
21,49485.96,22255.28,12,3,15535.23,28,10,0.45,0
50,73813.92,16366.72,21,0,23370.69,26,13,0.222,1
23,64923.3,27279.37,23,2,13366.51,20,14,0.42,1
34,55885.36,14883.4,21,1,12856.33,8,4,0.266,1
50,58830.79,32760.87,4,0,37230.28,19,13,0.557,0
24,43805.15,10392.25,14,7,23414.8,34,9,0.237,0
38,51121.01,7304.38,26,2,13267.39,14,4,0.143,1
57,41733.91,20473.03,17,1,16990.0,23,14,0.491,1
45,49104.41,28640.82,19,1,39744.26,15,1,0.583,0
21,81923.57,1211.97,13,0,17178.02,10,12,0.015,1
35,33442.56,13030.09,14,2,11728.68,7,5,0.39,0
29,41225.65,8892.18,25,0,11780.05,2,13,0.216,1
35,29914.02,16428.51,4,0,13410.48,18,9,0.549,0
44,25581.82,15100.18,25,0,12866.03,2,3,0.59,0
24,51264.56,28453.81,3,1,4644.23,24,5,0.555,0
32,42647.82,13915.95,1,1,6509.6,10,3,0.326,0
57,90233.78,28747.84,6,0,10048.16,15,12,0.319,1
57,49343.07,11849.0,9,0,27098.85,16,3,0.24,1
63,80787.94,24264.82,15,0,15425.15,23,1,0.3,1
26,74360.13,17286.63,9,3,17514.06,16,2,0.232,1
59,50820.92,32298.85,17,0,35241.06,19,2,0.636,0
44,97202.71,229.85,16,2,35540.09,21,9,0.002,1
31,60370.68,3361.42,29,2,16614.5,5,7,0.056,1
33,85260.19,33316.22,20,1,12429.64,6,8,0.391,1
54,82931.94,7667.35,27,1,9626.84,13,2,0.092,1
45,63292.96,8301.97,12,1,28313.31,10,9,0.131,1
27,70022.62,6242.76,0,1,17543.51,11,13,0.089,1
24,67481.43,26484.46,0,4,15362.06,4,3,0.392,0
28,32114.77,2465.42,14,1,10236.03,4,10,0.077,1
40,56145.81,15224.5,0,1,10764.0,19,13,0.271,1
49,76484.94,12343.78,5,1,23840.7,14,2,0.161,1
30,85523.73,25365.16,24,2,4214.74,25,12,0.297,1
63,40587.21,9363.17,25,1,31938.42,32,1,0.231,1
54,65576.63,19152.73,12,1,13593.86,29,9,0.292,1
46,58017.4,3287.84,26,3,18204.37,23,8,0.057,1
61,52642.52,37739.41,27,0,3956.26,22,13,0.717,0
23,62120.05,12604.08,0,0,19851.61,8,12,0.203,1
26,59359.95,15087.63,4,0,16060.15,2,11,0.254,1
25,65828.15,31547.54,8,0,19399.03,6,4,0.479,0
25,83834.34,9133.27,29,1,37660.51,21,7,0.109,1
43,70682.55,31673.82,24,3,22132.38,13,12,0.448,0
29,61211.83,10885.29,16,1,10464.09,28,14,0.178,1
55,92292.5,21716.98,15,0,11464.16,15,3,0.235,1
40,77198.59,9273.18,7,1,27141.57,33,3,0.12,1
62,53152.03,1439.64,16,3,35584.32,9,4,0.027,1
55,30657.59,19145.94,14,0,23383.02,6,2,0.625,0
38,35243.39,21399.03,23,2,28264.55,24,14,0.607,0
37,73664.65,1841.14,0,0,27316.85,26,10,0.025,1
44,42393.75,11929.42,11,0,37028.77,14,4,0.281,0
23,34838.89,27007.59,4,1,1000.0,31,10,0.775,0
52,39838.29,21001.19,23,1,28006.63,27,3,0.527,0
55,41252.31,11047.85,5,3,31804.83,8,8,0.268,0
58,72012.95,9024.74,24,0,3935.32,6,11,0.125,1
33,51865.16,34482.44,0,1,9371.98,15,2,0.665,0
45,27552.51,530.68,24,2,9790.61,25,11,0.019,1
29,55620.9,14408.01,0,1,11254.52,34,9,0.259,1
24,59445.32,353.03,9,1,14219.4,16,3,0.006,1
34,45413.26,28148.15,9,1,22911.23,22,4,0.62,0
57,78117.7,14928.76,2,1,30388.1,7,13,0.191,1
54,46581.22,16781.74,16,0,32975.8,1,10,0.36,0
31,77166.75,42688.92,18,2,9946.12,30,14,0.553,1
61,66935.66,9065.27,27,1,9863.56,31,10,0.135,1
23,73532.11,32485.76,10,1,35789.86,28,3,0.442,1
48,33028.98,11092.68,28,2,27760.93,2,3,0.336,0
49,56966.2,12664.88,17,0,20994.38,7,8,0.222,1
29,53943.44,41381.75,1,0,25680.04,1,8,0.767,0
23,26559.87,13389.1,8,0,19642.35,30,13,0.504,1
45,77101.21,1256.29,23,2,26295.02,19,13,0.016,1
54,38651.98,17819.19,16,4,15967.2,28,6,0.461,0
32,42808.64,13272.63,27,0,23225.66,16,4,0.31,1
62,34733.68,18670.96,13,0,1873.45,9,1,0.538,0
29,69023.73,13664.02,3,0,11746.59,21,4,0.198,1
35,24481.41,37155.45,28,1,11875.87,5,8,1.518,0
60,67357.5,20567.36,16,1,15507.32,33,6,0.305,1
45,75890.28,4250.35,16,1,8881.84,30,2,0.056,1
25,65743.57,16245.47,11,0,13597.48,11,3,0.247,1
31,69252.57,7003.7,27,1,1827.03,11,12,0.101,1
54,70190.93,12522.86,19,1,26584.41,15,7,0.178,1
44,36011.51,5895.59,17,0,19009.84,24,11,0.164,1
35,83694.7,36071.19,2,1,1000.0,21,11,0.431,1
58,45798.47,8086.15,10,0,9982.04,26,4,0.177,1
28,53672.25,21875.64,24,2,24039.22,23,4,0.408,1
25,48347.25,11765.21,17,0,13483.74,11,5,0.243,1
46,64830.84,3415.87,3,1,11636.7,17,8,0.053,1
38,44239.26,16976.49,16,2,19104.89,15,14,0.384,0
26,56338.31,19006.92,17,0,24123.17,3,14,0.337,1
57,30293.12,20586.27,4,4,2763.77,11,7,0.68,0
33,78293.3,0.0,13,0,26601.54,32,9,0.0,1
48,68414.82,2651.54,9,1,10396.48,21,5,0.039,1
25,49154.8,24575.55,14,0,19784.86,17,1,0.5,1
33,45617.02,5763.93,0,1,19574.96,32,4,0.126,1
37,67892.56,17029.44,15,2,13675.21,26,6,0.251,1
60,40854.13,2419.75,10,3,7716.08,18,6,0.059,1
52,57507.31,22316.01,22,0,16571.76,13,9,0.388,1
49,78227.98,24312.7,19,1,39503.96,24,10,0.311,1
23,38774.86,22319.1,5,2,3659.9,33,13,0.576,0
60,62372.02,25325.57,23,2,40307.76,23,5,0.406,0
54,61314.51,30639.0,28,3,16883.35,22,5,0.5,0
60,53053.26,3259.26,21,0,20424.46,4,6,0.061,1
47,44924.21,7113.28,15,4,6959.47,23,11,0.158,1
33,79295.94,23975.44,29,1,10744.77,4,6,0.302,1
53,43048.63,26302.2,1,2,13965.08,5,3,0.611,0
26,18759.22,8256.57,0,2,7451.66,3,6,0.44,0
44,67810.67,7561.14,23,3,17492.98,9,8,0.112,1
39,30973.93,8477.87,23,0,15115.81,0,12,0.274,1
36,68837.62,0.0,8,1,42209.37,20,6,0.0,1
60,81698.06,2285.89,21,1,6008.31,2,12,0.028,1
48,67595.0,2527.07,11,2,21232.29,30,11,0.037,1
53,76428.23,12059.02,16,0,22974.16,26,5,0.158,1
61,95400.98,17708.37,29,2,7156.15,16,3,0.186,1
33,74335.21,19334.73,24,1,28241.93,22,1,0.26,1
63,61611.47,9914.38,27,1,15220.08,12,5,0.161,1
45,87678.96,10160.13,28,0,1000.0,26,6,0.116,1
62,90095.51,16236.61,14,2,27918.2,19,14,0.18,1
56,90375.44,39.85,29,1,6596.71,12,6,0.0,1
47,45157.13,24594.41,18,2,7426.7,23,14,0.545,0
58,27919.63,27853.85,26,0,28254.82,2,6,0.998,0
27,43936.16,8744.19,21,1,15834.06,9,3,0.199,1
25,69072.83,11015.64,9,1,31013.27,0,4,0.159,0
63,58183.18,27433.12,28,1,34521.99,12,3,0.471,1
51,50870.38,13769.48,25,1,12260.86,13,2,0.271,1
43,66209.63,20882.45,26,0,29519.15,32,8,0.315,1
62,25583.9,14076.95,11,0,10934.47,1,7,0.55,0
30,57823.39,30563.07,13,0,46797.39,1,11,0.529,0
52,77369.15,19900.8,8,1,11684.52,30,8,0.257,1
63,65986.31,20476.56,26,3,32313.05,3,13,0.31,0
50,68836.2,20663.07,12,1,30125.48,33,6,0.3,1
59,86947.46,9448.86,2,2,23793.05,18,11,0.109,1
51,53677.13,10367.61,20,0,11953.48,8,12,0.193,1
38,41938.17,22692.46,28,1,18183.23,23,14,0.541,0
56,78790.3,16264.13,13,2,1000.0,12,7,0.206,1
22,78422.41,3223.89,20,0,22693.04,29,1,0.041,1
34,66165.83,33731.04,9,2,24195.38,18,10,0.51,0
33,51792.58,24780.72,15,2,21601.99,9,5,0.478,0
49,55027.59,15376.26,6,0,1000.0,13,4,0.279,1
32,29464.54,12264.99,3,1,4812.36,19,10,0.416,0
59,77258.93,16986.76,26,2,11022.91,3,3,0.22,1
22,76553.03,20175.2,19,2,23499.91,4,2,0.264,1
52,28766.34,0.0,22,0,23472.07,31,14,0.0,1
33,72352.64,36123.5,24,2,17957.31,5,14,0.499,0
47,63082.03,7101.16,10,1,27622.95,13,9,0.113,1
61,34560.52,14980.94,15,0,7685.09,5,8,0.433,1
37,30880.0,15348.67,19,0,27322.82,13,10,0.497,1
60,62469.87,34968.5,3,2,25696.91,11,2,0.56,0
51,47045.92,14118.76,21,1,24530.66,26,6,0.3,1
54,91398.98,30885.07,21,1,17815.51,25,3,0.338,1
44,74051.97,19067.27,22,1,41968.93,11,3,0.257,1
55,64473.86,5381.15,16,1,25918.35,7,5,0.083,1
26,65461.58,16347.07,12,1,8379.97,9,7,0.25,1
39,81617.34,13814.91,10,0,22979.67,15,7,0.169,1
50,71930.36,4159.3,29,3,29029.8,25,11,0.058,1
27,64995.33,18577.23,2,2,12942.7,7,10,0.286,0
30,35394.78,15221.03,8,1,33071.27,28,1,0.43,0
61,116238.94,20564.22,5,2,24584.4,19,11,0.177,1
52,32936.34,16933.53,21,0,1000.0,16,7,0.514,1
54,48749.15,8488.97,20,2,23596.06,18,7,0.174,1
48,21905.43,22683.34,10,2,15127.65,16,6,1.036,0
35,65775.96,8756.02,15,2,26446.16,0,6,0.133,1
50,58022.21,0.0,18,3,31330.58,28,13,0.0,1
57,70305.53,16286.53,26,3,22341.94,13,13,0.232,1
49,20218.69,9459.26,4,0,39983.03,16,2,0.468,0
42,77258.11,18821.31,13,0,17855.52,12,3,0.244,1
24,38851.29,34988.72,16,0,27497.81,28,3,0.901,0
40,52019.9,35277.4,2,0,29659.31,33,13,0.678,0
52,73631.43,13348.77,3,3,18831.85,26,3,0.181,1
56,60225.33,6734.85,15,3,29345.29,32,2,0.112,1
24,61638.85,20846.83,15,2,12863.92,28,9,0.338,1
47,70983.58,11297.74,20,1,14929.18,18,6,0.159,1
37,63575.81,18917.77,25,0,4250.14,23,2,0.298,1
32,48177.84,8391.39,24,1,22896.91,13,3,0.174,1
42,51670.62,17506.92,3,0,23903.02,4,10,0.339,0
37,59237.57,6880.26,18,4,34151.16,23,6,0.116,0
30,37088.88,26842.53,25,3,29493.68,33,4,0.724,0
21,74920.17,9100.22,16,4,16582.45,30,7,0.121,1
42,60773.08,21611.03,12,2,5861.84,29,6,0.356,1
46,56495.53,2352.33,25,2,25194.2,8,6,0.042,1
38,78849.93,22811.74,21,1,33329.04,26,12,0.289,1
34,52597.73,5336.16,22,2,29062.22,27,3,0.101,1
49,51351.58,17611.77,25,0,33013.73,25,11,0.343,1
32,45307.42,25232.01,23,0,17457.33,17,8,0.557,0
56,61861.34,13000.17,27,2,14400.57,7,9,0.21,1
55,61169.0,4708.33,0,2,11157.18,17,6,0.077,1
32,41674.32,19968.13,11,3,19329.24,19,2,0.479,0
27,51446.12,6590.19,3,2,19056.91,31,1,0.128,1
49,41807.95,10957.54,10,1,22480.13,28,3,0.262,1
31,40902.63,17654.63,4,1,18448.43,17,3,0.432,0
53,20402.04,28606.76,1,0,18396.47,6,8,1.402,0
26,50381.79,15265.53,16,0,10679.67,0,5,0.303,1
35,20955.73,15228.58,7,0,31299.43,27,1,0.727,0
52,45743.69,22375.13,5,3,20918.22,32,11,0.489,0
31,42746.11,15503.72,20,2,17906.67,3,4,0.363,1
43,76037.9,21355.3,28,2,11030.85,19,7,0.281,1
46,34701.3,25785.34,8,2,4017.04,30,5,0.743,0
54,39776.27,11722.63,12,0,35695.57,27,10,0.295,1
54,47369.52,0.0,10,0,26655.66,2,13,0.0,1
49,43397.13,6820.73,28,1,1000.0,5,6,0.157,1
24,82385.1,27086.82,15,1,29157.71,22,14,0.329,1
37,32228.65,14662.35,15,2,31069.77,6,10,0.455,0
55,47411.91,11608.7,26,0,21492.51,0,4,0.245,1
33,61641.3,26667.85,1,1,39177.33,5,2,0.433,0
61,72623.67,13986.75,9,0,22600.64,23,9,0.193,1
59,47395.17,0.0,11,0,2998.12,23,2,0.0,1
35,16638.01,0.0,7,2,24382.03,28,2,0.0,1
49,51997.92,19186.48,10,1,22938.77,31,13,0.369,0
49,82040.57,14331.09,29,1,12760.44,24,12,0.175,1
31,60643.75,29546.56,9,2,26882.71,9,2,0.487,0
52,59728.36,7667.31,12,3,1000.0,34,1,0.128,1
22,33739.64,11904.99,24,1,31886.8,24,13,0.353,0
34,31686.57,6154.97,16,1,9462.54,26,12,0.194,1
40,55360.83,9794.06,6,3,8180.65,31,12,0.177,1
42,26472.42,0.0,23,2,18634.1,11,3,0.0,1
31,70627.24,11143.15,2,1,25195.68,3,6,0.158,1
47,38067.08,14481.31,29,2,21967.09,25,7,0.38,1
23,54506.85,13636.69,19,2,11088.09,2,1,0.25,1
37,17284.66,36495.53,12,0,13926.93,16,14,2.111,0
64,47123.96,33334.85,18,1,6403.49,8,5,0.707,0
48,31282.79,7491.01,6,4,17303.84,28,5,0.239,0
49,15000.0,0.0,8,1,32900.25,0,1,0.0,0
41,65836.84,14008.0,18,1,19948.84,17,4,0.213,1
36,87823.19,18765.1,12,0,30312.97,19,10,0.214,1
57,77589.47,6395.16,21,2,37464.82,33,1,0.082,1
40,68633.81,6890.24,7,2,12943.78,27,13,0.1,1
26,46717.58,30825.55,21,0,17761.12,34,14,0.66,1
39,71117.8,12424.48,17,1,46054.31,15,1,0.175,1
25,79477.06,21622.5,28,1,37332.12,20,12,0.272,1
23,57736.44,5696.94,22,1,1000.0,12,7,0.099,1
21,31312.8,14430.6,1,4,24645.78,34,7,0.461,0
58,45012.31,11636.62,17,1,20006.72,31,3,0.259,1
35,89053.93,8246.27,17,2,29917.44,5,7,0.093,1
54,53505.12,26553.0,10,2,11060.25,12,3,0.496,0
55,15000.0,1111.23,0,1,9924.7,12,2,0.074,0
45,25621.53,18000.57,13,2,11887.15,11,10,0.703,0
44,46511.03,11448.78,15,1,13136.86,32,4,0.246,1
32,75716.5,19148.24,10,2,29783.89,27,14,0.253,1
38,49537.55,11584.23,0,1,5825.59,2,10,0.234,1
35,76088.63,23671.93,29,1,12528.63,17,3,0.311,1
64,44476.75,5602.97,6,1,1000.0,25,12,0.126,1
36,15714.15,26575.53,28,0,32085.41,1,7,1.691,0
47,45168.78,14711.97,15,1,35252.36,3,12,0.326,0
28,61898.9,1714.97,29,5,16075.12,27,12,0.028,1
45,60239.01,21802.15,13,3,16424.61,27,1,0.362,0
37,29897.85,13011.5,14,4,25438.66,24,6,0.435,0
49,47976.08,0.0,13,1,37693.78,25,14,0.0,1
28,108693.48,18324.68,27,1,24903.33,1,2,0.169,1
35,30334.62,25065.96,20,2,11629.5,33,8,0.826,0
47,68214.47,27821.36,10,0,1000.0,29,14,0.408,1
27,15000.0,11216.48,15,1,6618.48,20,5,0.748,0
23,72275.84,16453.18,18,0,20878.63,22,3,0.228,1
49,37153.49,15505.36,16,1,12136.07,32,10,0.417,1
64,63041.77,29898.03,26,2,22339.61,1,7,0.474,0
44,29169.49,6895.11,25,1,13364.91,26,14,0.236,1
23,60817.06,10353.41,5,4,7302.24,21,11,0.17,1
40,36826.99,6652.8,10,0,5875.62,33,2,0.181,1
35,40699.04,508.49,16,1,38748.25,15,5,0.012,1
45,63839.72,17477.87,8,2,30667.85,19,11,0.274,0
50,46392.29,31012.98,17,1,40766.22,25,8,0.668,0
34,62607.63,13015.16,16,1,26479.41,15,13,0.208,1
27,51183.17,6181.03,11,1,14840.1,5,11,0.121,1
37,56349.87,16868.6,22,0,35880.09,22,1,0.299,1
64,63901.73,20891.18,21,2,19603.18,7,1,0.327,0
40,47999.63,13436.37,21,1,22650.1,5,3,0.28,1
56,35079.0,29035.35,29,2,19486.11,21,3,0.828,0
29,44353.75,6876.38,4,2,1000.0,5,13,0.155,1
58,78902.78,12130.3,10,0,39256.82,31,7,0.154,1
42,57323.46,17959.88,3,1,25892.05,16,6,0.313,1
22,38102.03,18929.64,26,1,23957.88,16,7,0.497,1
44,63031.21,15472.28,3,2,19258.69,22,4,0.245,1
28,64366.31,2215.8,2,0,21961.13,12,11,0.034,1
31,65399.98,38380.11,25,1,12832.65,31,2,0.587,0
33,35443.26,12640.3,23,1,27398.95,21,2,0.357,1
37,41352.18,16102.68,22,2,4314.82,6,10,0.389,0
28,41463.42,21167.61,24,2,22232.82,21,1,0.511,0
41,47787.04,8634.95,16,3,26738.88,20,14,0.181,0
38,65778.38,15569.26,6,1,17615.97,5,13,0.237,0
50,60923.7,8228.1,25,2,24450.41,13,14,0.135,1
38,62504.34,19155.51,3,0,8103.99,15,9,0.306,1
51,82080.38,12239.77,22,1,8410.08,2,14,0.149,1
58,68777.82,17687.19,12,2,22840.61,8,14,0.257,1
52,52163.97,4534.63,11,1,28142.6,20,7,0.087,1
31,31322.3,6710.84,0,1,1000.0,29,10,0.214,1
45,40709.06,1348.59,20,0,26264.25,29,3,0.033,1
53,49765.9,7894.7,18,0,13481.58,31,2,0.159,1
58,71582.6,0.0,20,1,17686.33,22,14,0.0,1
61,54453.36,11929.0,19,0,3925.78,2,3,0.219,1
28,41876.08,9657.6,17,0,9780.59,0,7,0.231,1
31,40342.14,16509.11,10,0,31593.5,2,5,0.409,0
42,53608.44,15446.08,19,3,20394.36,6,12,0.288,0
44,72799.75,27570.8,2,0,15406.66,2,3,0.379,1
61,86820.39,40943.1,28,1,18602.14,2,9,0.472,1
37,50884.63,26375.39,16,1,25870.54,3,2,0.518,0
32,54105.14,10468.92,11,2,25285.93,30,7,0.193,1
52,30721.17,10066.09,9,2,19099.68,1,10,0.328,0
35,93783.85,23686.63,7,2,33115.51,13,6,0.253,1
36,26979.94,0.0,14,0,31645.55,30,6,0.0,1
42,78433.25,11847.97,4,1,24960.46,1,14,0.151,1
48,47693.28,12618.47,3,1,20655.34,30,7,0.265,1
40,43012.67,20841.31,25,1,27887.85,21,6,0.485,0
53,32799.93,21138.66,27,1,23771.21,9,2,0.644,0
30,103200.97,7554.39,20,0,32729.6,29,11,0.073,1
60,59429.83,10856.27,19,0,30794.74,32,5,0.183,1
52,55425.61,19451.04,18,1,7780.95,18,3,0.351,1
53,72734.65,7010.79,20,1,6968.44,24,9,0.096,1
22,41983.35,27061.18,3,0,11585.01,0,8,0.645,0
53,55036.92,21091.75,14,1,31713.66,31,10,0.383,1
53,56126.73,16715.1,16,4,1084.29,24,11,0.298,1
61,44757.09,18909.41,11,2,24737.09,16,2,0.422,0
33,78992.76,10331.09,2,1,24350.52,13,1,0.131,1
50,50626.91,8737.09,9,0,33951.78,12,4,0.173,1
53,23937.36,10752.78,14,1,22164.06,1,4,0.449,0
33,48970.05,19999.67,9,1,3881.49,31,12,0.408,1
46,59983.57,17010.15,23,1,8487.74,31,10,0.284,1
42,37130.14,10772.86,22,1,5816.05,5,11,0.29,1
59,38708.1,22495.82,17,2,13544.67,24,2,0.581,0
22,44074.82,13260.54,0,1,17805.18,2,7,0.301,0
58,79424.71,8066.89,2,0,6014.7,17,13,0.102,1
59,45256.84,17543.42,20,2,37647.94,2,3,0.388,0
46,83582.34,4869.7,25,0,4096.62,4,7,0.058,1
35,42700.99,0.0,26,2,36153.24,23,7,0.0,1
54,61500.28,14948.95,11,2,34221.96,33,1,0.243,0
62,46075.15,8425.86,0,0,30779.63,23,6,0.183,1
64,70081.66,12458.46,2,2,11674.8,27,4,0.178,1
60,32634.52,5332.67,2,0,24109.41,33,11,0.163,1
31,69857.19,27089.32,4,2,4671.55,15,8,0.388,1
23,57277.39,8385.07,18,0,30930.88,6,8,0.146,1
26,42200.16,10680.01,28,4,19112.18,17,3,0.253,0
29,51675.57,18778.83,24,1,15088.16,5,4,0.363,1
26,85677.1,1233.86,0,0,5315.06,27,1,0.014,1
29,57756.89,494.5,3,2,1000.0,33,10,0.009,1
59,40945.44,18809.53,28,2,7537.51,28,2,0.459,1
51,30906.13,10550.52,28,0,33353.58,3,7,0.341,0
52,65108.09,5985.05,25,3,15166.0,13,14,0.092,1
61,58916.9,21033.73,25,2,17968.05,4,11,0.357,0
32,68900.41,6880.78,3,0,27866.65,24,12,0.1,1
28,25755.51,12254.88,16,2,41668.03,7,7,0.476,0
28,31554.79,6038.7,13,1,35900.06,14,13,0.191,0
48,77937.58,18034.37,17,1,8331.98,18,9,0.231,1
40,61626.83,28320.76,26,3,1000.0,10,10,0.46,1
27,65668.02,0.0,0,0,48315.37,19,9,0.0,1
31,35746.26,16126.58,21,3,47227.9,17,9,0.451,0
40,35380.26,23565.88,15,2,22261.44,13,6,0.666,0
36,74825.17,10785.22,2,1,4754.14,24,8,0.144,1
24,75767.55,3689.58,22,2,31558.72,15,9,0.049,1
26,33233.61,19209.64,20,2,18704.2,17,12,0.578,0
42,29412.59,25016.54,8,1,18644.23,0,14,0.851,0
46,52828.14,23905.22,22,1,30733.51,0,7,0.453,0
23,39013.03,18659.09,3,1,24012.5,0,4,0.478,0
61,38596.46,15979.14,20,0,5770.22,20,14,0.414,1
62,29972.44,6009.87,4,1,16103.1,24,4,0.201,1
34,45631.32,23652.45,10,2,27933.84,26,6,0.518,0
31,31906.11,23099.57,20,2,26123.03,9,14,0.724,0
38,33091.98,3619.42,25,3,23144.2,11,11,0.109,1
32,60967.84,18644.8,8,0,31201.08,27,4,0.306,1
43,53896.04,21528.24,25,1,15659.4,31,11,0.399,1
32,64697.57,23821.14,2,1,22144.04,32,7,0.368,1
33,22019.33,14250.1,5,2,1000.0,7,8,0.647,0
45,55197.61,6424.32,23,2,14604.2,25,8,0.116,1
39,96512.75,9978.84,10,3,29166.83,1,14,0.103,1
56,47554.55,4927.5,8,1,15315.27,34,8,0.104,1
28,71494.98,14489.39,28,1,14405.27,33,2,0.203,1
49,71320.14,12531.15,14,3,7502.56,5,14,0.176,0
52,72303.97,36450.36,22,1,32040.39,30,10,0.504,1
64,58333.23,23946.77,27,1,26581.56,22,2,0.411,1
38,66321.72,24695.48,2,2,29904.98,11,2,0.372,0
26,68980.27,19713.52,0,1,1000.0,27,2,0.286,1
